House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
22,Elliott Crescent,Suzanne,Young,15,Daughter,NA,Female,Student,None,NA
22,Elliott Crescent,Edward,Young,10,Son,NA,Male,Student,None,NA
22,Elliott Crescent,Sally,Young,10,Daughter,NA,Female,Student,None,NA
22,Elliott Crescent,Gordon,Young,9,Son,NA,Male,Student,None,NA
22,Elliott Crescent,Charlotte,Young,5,Daughter,NA,Female,Student,None,NA
22,Elliott Crescent,Kenneth,Young,3,Son,NA,Male,Child,None,NA
22,Elliott Crescent,Marc,Young,2,Son,NA,Male,Child,None,NA
23,Elliott Crescent,Joanna,Clark,40,Head,Single,Female,Structural engineer,None,None
23,Elliott Crescent,Carole,Pickering,49,None,Single,Female,Public librarian,None,None
23,Elliott Crescent,Danny,Bird,43,None,Single,Male,"Accountant, chartered",None,Methodist
23,Elliott Crescent,Brian,Fox,37,None,Single,Male,Unemployed,None,Christian
23,Elliott Crescent,Mark,Smith,46,None,Single,Male,Dancer,None,Catholic
23,Elliott Crescent,Kenneth,Ball,19,None,Single,Male,University Student,None,Methodist
23,Elliott Crescent,Benjamin,Francis,38,None,Single,Male,"Development worker, community",None,Catholic
23,Elliott Crescent,Colin,Dunn,44,None,Single,Male,Statistician,None,Catholic
23,Elliott Crescent,Linda,Hughes,42,None,Single,Female,"Therapist, horticultural",None,Christian
23,Elliott Crescent,Anna,Talbot,25,None,Single,Female,"Psychologist, prison and probation services",None,Catholic
23,Elliott Crescent,Holly,James,50,None,Single,Female,Pension scheme manager,None,None
24,Elliott Crescent,Clare,Davis,54,Head,Divorced,Female,Corporate treasurer,None,Catholic
24,Elliott Crescent,Marilyn,Davis,23,Daughter,Divorced,Female,Barista,None,Catholic
24,Elliott Crescent,Lesley,Davis,20,Daughter,Single,Female,Futures trader,None,None
24,Elliott Crescent,Kieran,Davis,16,Son,NA,Male,Student,None,NA
24,Elliott Crescent,Jade,Giles-Davis,14,Daughter,NA,Female,Student,None,NA
24,Elliott Crescent,Eileen,Giles-Davis,10,Daughter,NA,Female,Student,None,NA
24,Elliott Crescent,Joe,Giles-Davis,9,Son,NA,Male,Student,None,NA
24,Elliott Crescent,Samantha,Giles-Davis,5,Daughter,NA,Female,Student,None,NA
24,Elliott Crescent,Kenneth,Giles-Davis,0,Son,NA,Male,Child,None,NA
24,Elliott Crescent,Margaret,Andrews,30,Lodger,Divorced,Female,"Engineer, land",None,None
24,Elliott Crescent,Melanie,Freeman,58,Lodger,Single,Female,Unemployed,None,Methodist
25,Elliott Crescent,Debra,Gibson,49,Head,Married,Female,Unemployed,None,None
25,Elliott Crescent,Charles,Gibson,51,Husband,Married,Male,Restaurant manager,None,None
25,Elliott Crescent,Brenda,Gibson,21,Daughter,Single,Female,University Student,None,None
25,Elliott Crescent,Kyle,Gibson,18,Son,Single,Male,Student,None,None
25,Elliott Crescent,Kelly,Gibson,18,Daughter,Single,Female,Student,None,None
26,Elliott Crescent,Amber,McDonald,41,Head,Single,Female,Recycling officer,None,None
26,Elliott Crescent,Mohammad,Evans,45,Partner,Single,Male,Computer games developer,None,None
26,Elliott Crescent,Dean,McDonald,21,Son,Single,Male,University Student,None,None
26,Elliott Crescent,Stuart,McDonald,19,Son,Divorced,Male,University Student,None,None
26,Elliott Crescent,Dean,McDonald,16,Son,NA,Male,Student,None,NA
27,Elliott Crescent,Lorraine,Thomas,40,Head,Married,Female,Fine artist,None,Christian
27,Elliott Crescent,Victor,Thomas,46,Husband,Married,Male,"Scientist, forensic",None,None
27,Elliott Crescent,Mary,Thomas,13,Daughter,NA,Female,Student,None,NA
28,Elliott Crescent,Rachel,Morris,35,Head,Single,Female,Unemployed,None,Christian
28,Elliott Crescent,Angela,Willis-Morris,13,Daughter,NA,Female,Student,None,NA
28,Elliott Crescent,Joshua,Willis-Morris,11,Son,NA,Male,Student,None,NA
28,Elliott Crescent,Chelsea,Francis,10,Daughter,NA,Female,Student,None,NA
28,Elliott Crescent,Jacob,Francis,8,Son,NA,Male,Student,None,NA
28,Elliott Crescent,Elliot,Francis,8,Son,NA,Male,Student,None,NA
28,Elliott Crescent,Edward,Francis,3,Adopted Son,NA,Male,Child,None,NA
1,Kraken Avenue,Benjamin,Jones,83,Head,Divorced,Male,Unemployed,None,Christian
2,Kraken Avenue,Marie,Blackburn,78,Head,Single,Female,Retired Public librarian,None,Methodist
3,Kraken Avenue,Frances,Moore,51,Head,Married,Female,Hospital pharmacist,None,None
3,Kraken Avenue,Oliver,Moore,53,Husband,Married,Male,Unemployed,None,None
3,Kraken Avenue,Frank,Moore,15,Son,NA,Male,Student,None,NA
4,Kraken Avenue,Caroline,Wilson,59,Head,Divorced,Female,"Therapist, occupational",None,None
5,Kraken Avenue,Cheryl,Booth,29,Head,Single,Female,Psychotherapist,None,Methodist
5,Kraken Avenue,Bernard,Barnes,54,None,Single,Male,Fashion designer,None,Christian
6,Kraken Avenue,Katy,Lynch,46,Head,Single,Female,Biomedical engineer,None,None
6,Kraken Avenue,Kieran,Lawrence,46,Partner,Single,Male,Freight forwarder,None,None
7,Kraken Avenue,Megan,Cook,47,Head,Single,Female,Associate Professor,None,Christian
7,Kraken Avenue,Molly,Bruce,63,None,Single,Female,Chief Financial Officer,None,None
8,Kraken Avenue,Mary,Chambers,57,Head,Divorced,Female,Insurance claims handler,None,None
9,Kraken Avenue,Hugh,Pearson,56,Head,Single,Male,Unemployed,None,Christian
9,Kraken Avenue,Joanna,Pugh,63,None,Single,Female,"Conservator, museum/gallery",None,None
10,Kraken Avenue,Vanessa,Holland,73,Head,Divorced,Female,"Retired Engineer, biomedical",None,None
11,Kraken Avenue,Leigh,Miller,58,Head,Single,Male,Broadcast presenter,None,Christian
12,Kraken Avenue,Clare,Bartlett,80,Head,Widowed,Female,Retired Lobbyist,None,Methodist
1,Nottingham Roads,Jay,Ashton,33,Head,Divorced,Male,Legal secretary,None,Methodist
1,Nottingham Roads,Samantha,Forster,36,Lodger,Divorced,Female,Make,None,None
1,Nottingham Roads,Ruth,Smith,25,Sibling,Single,Female,Sports development officer,None,Jewish
2,Nottingham Roads,Maria,Thompson,25,Head,Single,Female,Unemployed,None,None
2,Nottingham Roads,Ellie,Thompson,3,Daughter,NA,Female,Child,None,NA
3,Nottingham Roads,Patricia,Dyer,45,Head,Single,Female,Advertising account planner,None,None
4,Nottingham Roads,Kathryn,Davies,28,Head,Married,Female,Biomedical scientist,None,Methodist
4,Nottingham Roads,Elliott,Davies,32,Husband,Married,Male,Teaching laboratory technician,None,Methodist
4,Nottingham Roads,Ronald,Davies,11,Son,NA,Male,Student,None,NA
4,Nottingham Roads,Christine,Davies,7,Daughter,NA,Female,Student,None,NA
5,Nottingham Roads,Leon,Simpson,26,Head,Single,Male,"Lecturer, higher education",None,Catholic
5,Nottingham Roads,Peter,Dean,52,None,Single,Male,Regulatory affairs officer,None,Christian
6,Nottingham Roads,Lucy,Parkinson,65,Head,Married,Female,IT trainer,None,Christian
6,Nottingham Roads,Stanley,Parkinson,69,Husband,Married,Male,Retired Banker,None,None
6,Nottingham Roads,Iain,Parkinson,32,Son,Single,Male,"Surveyor, minerals",None,None
7,Nottingham Roads,Caroline,Richards,22,Head,Single,Female,Probation officer,None,None
8,Nottingham Roads,Georgina,Bennett,59,Head,Single,Female,"Surveyor, hydrographic",None,None
8,Nottingham Roads,Janice,Bennett,25,Daughter,Single,Female,Art therapist,None,None
9,Nottingham Roads,Glenn,Arnold,72,Head,Married,Male,Retired Aid worker,None,Jewish
9,Nottingham Roads,Donna,Arnold,68,Wife,Married,Female,Retired Pensions consultant,None,Jewish
10,Nottingham Roads,Jade,Hurst,68,Head,Widowed,Female,"Retired Teacher, early years/pre",None,Christian
11,Nottingham Roads,Lesley,Sykes,28,Head,Single,Female,Local government officer,None,None
12,Nottingham Roads,Nathan,Kelly,30,Head,Single,Male,Art therapist,None,None
13,Nottingham Roads,Sian,Harvey-Hunter,43,Head,Married,Female,Unemployed,None,None
13,Nottingham Roads,Robin,Harvey-Hunter,47,Husband,Married,Male,Print production planner,None,None
14,Nottingham Roads,Zoe,Henry,29,Head,Single,Female,"Therapist, music",None,None
15,Nottingham Roads,Bethany,Howell,76,Head,Widowed,Female,Retired IT consultant,None,Christian
16,Nottingham Roads,Lynne,Davies,37,Head,Divorced,Female,Community development worker,None,Christian
16,Nottingham Roads,Andrew,Davies,1,Son,NA,Male,Child,None,NA
17,Nottingham Roads,Bryan,Lewis,51,Head,Divorced,Male,Learning disability nurse,None,Christian
17,Nottingham Roads,Joe,Lewis,2,Grandson,NA,Male,Child,None,NA
18,Nottingham Roads,Eleanor,Webb,55,Head,Single,Female,Retail buyer,None,Christian
19,Nottingham Roads,Anna,Parker,37,Head,Single,Female,"Designer, blown glass/stained glass",None,Christian
19,Nottingham Roads,Roy,Hudson,38,Partner,Single,Male,Minerals surveyor,None,Christian
19,Nottingham Roads,Justin,Parker,5,Son,NA,Male,Student,None,NA
20,Nottingham Roads,Lynne,Watkins,40,Head,Divorced,Female,Ergonomist,None,None
21,Nottingham Roads,Megan,Byrne,20,Head,Single,Female,University Student,None,None
21,Nottingham Roads,Brandon,Ellis,22,None,Single,Male,University Student,None,None
22,Nottingham Roads,Stanley,Watson,39,Head,Single,Male,"Copywriter, advertising",None,None
23,Nottingham Roads,Tracy,Ball,82,Head,Widowed,Female,Retired Dietitian,None,Christian
24,Nottingham Roads,Ronald,Ahmed,83,Head,Single,Male,"Retired Copywriter, advertising",None,Catholic
25,Nottingham Roads,Aaron,O'Connor,33,Head,Widowed,Male,Drilling engineer,None,None
26,Nottingham Roads,Paula,Carpenter,57,Head,Single,Female,"Civil engineer, consulting",None,Christian
27,Nottingham Roads,Joan,Daniels,32,Head,Divorced,Female,Unemployed,None,Methodist
27,Nottingham Roads,Janet,Daniels,13,Daughter,NA,Female,Student,None,NA
27,Nottingham Roads,Ian,Daniels,11,Son,NA,Male,Student,None,NA
28,Nottingham Roads,Annette,Smith,36,Head,Single,Female,Unemployed,None,Christian
29,Nottingham Roads,Ricky,Griffiths,41,Head,Single,Male,Consulting civil engineer,None,None
30,Nottingham Roads,Bruce,Ellis,42,Head,Single,Male,"Scientist, product/process development",None,Christian
31,Nottingham Roads,Carole,Akhtar,62,Head,Single,Female,"Engineer, materials",None,Christian
32,Nottingham Roads,Joanne,Owen,19,Head,Single,Female,University Student,None,Catholic
33,Nottingham Roads,Eleanor,Lee,79,Head,Married,Female,"Retired Editor, film/video",None,Methodist
33,Nottingham Roads,Abdul,Lee,78,Husband,Married,Male,Retired Textile designer,None,None
34,Nottingham Roads,Roger,Perkins,31,Head,Divorced,Male,Software engineer,None,None
35,Nottingham Roads,Jean,Kay,39,Head,Single,Female,Private music teacher,None,None
36,Nottingham Roads,Alexander,Smith,72,Head,Widowed,Male,Retired Holiday representative,None,Catholic
37,Nottingham Roads,Nicola,Rose,85,Head,Single,Female,Retired Production engineer,None,Christian
38,Nottingham Roads,Stacey,Payne,46,Head,Married,Female,Print production planner,None,Catholic
38,Nottingham Roads,Rhys,Payne,48,Husband,Married,Male,Counselling psychologist,None,None
38,Nottingham Roads,Frederick,Payne,14,Son,NA,Male,Student,None,NA
39,Nottingham Roads,Dorothy,Begum,79,Head,Widowed,Female,Retired Writer,None,None
1,Railway Stream,Linda,Heath,35,Head,Divorced,Female,Unemployed,None,None
1,Railway Stream,Ben,Heath,9,Son,NA,Male,Student,None,NA
1,Railway Stream,Carole,Heath,7,Daughter,NA,Female,Student,None,NA
2,Railway Stream,Olivia,Atkinson,45,Head,Married,Female,Regulatory affairs officer,None,None
2,Railway Stream,Mitchell,Atkinson,52,Husband,Married,Male,English as a foreign language teacher,None,None
2,Railway Stream,Tom,Atkinson,14,Son,NA,Male,Student,None,NA
2,Railway Stream,Shane,Atkinson,11,Son,NA,Male,Student,None,NA
3,Railway Stream,Frank,Jones,44,Head,Single,Male,"Buyer, industrial",None,Catholic
3,Railway Stream,Caroline,Marsh,40,Partner,Single,Female,Economist,None,Catholic
3,Railway Stream,Emily,Jones,12,Daughter,NA,Female,Student,None,NA
4,Railway Stream,Carole,Nicholson,44,Head,Married,Female,Chief Executive Officer,None,Methodist
4,Railway Stream,Ian,Nicholson,46,Husband,Married,Male,"Engineer, agricultural",None,Methodist
4,Railway Stream,Ronald,Nicholson,3,Son,NA,Male,Child,None,NA
5,Railway Stream,Ruth,Jones,58,Head,Married,Female,"Doctor, hospital",None,None
5,Railway Stream,Bryan,Jones,63,Husband,Married,Male,Unemployed,None,None
5,Railway Stream,Dale,Jones,25,Son,Widowed,Male,Media buyer,None,None
5,Railway Stream,Steven,Jones,21,Son,Single,Male,University Student,None,None
1,Gibbs Lane,Donna,Mitchell,85,Head,Divorced,Female,Retired Fast food restaurant manager,None, 
2,Gibbs Lane,Gary,White,81,Head,Married,Male,Retired Environmental health practitioner,None,Christian
2,Gibbs Lane,Cheryl,White,79,Wife,Married,Female,Retired Music tutor,None,Christian
3,Gibbs Lane,Hilary,Turner,62,Head,Married,Female,Medical illustrator,None,Jewish
3,Gibbs Lane,Jason,Turner,62,Husband,Married,Male,"Development worker, community",None,Jewish
4,Gibbs Lane,Francis,Chapman,46,Head,Married,Male,"Scientist, forensic",None,None
4,Gibbs Lane,Anna,Chapman,44,Wife,Married,Female,Call centre manager,None,None
5,Gibbs Lane,Katherine,Edwards,52,Head,Single,Female,Stage manager,None,Christian
6,Gibbs Lane,Rachel,May,21,Head,Single,Female,University Student,None,None
7,Gibbs Lane,Margaret,Griffin,69,Head,Married,Female,Retired Retail merchandiser,None,Christian
7,Gibbs Lane,Christopher,Griffin,71,Husband,Married,Male,Retired Ranger/warden,None,None
8,Gibbs Lane,Clare,Smith,65,Head,Married,Female,"Loss adjuster, chartered",None,Christian
8,Gibbs Lane,William,Smith,63,Husband,Married,Male,Firefighter,None,Christian
8,Gibbs Lane,Terry,Smith,33,Son,Single,Male,Unemployed,None,None
9,Gibbs Lane,Amber,Short,30,Head,Single,Female,Therapeutic radiographer,None,None
9,Gibbs Lane,Jamie,Short,3,Son,NA,Male,Child,None,NA
10,Gibbs Lane,Marc,Craig,29,Head,Divorced,Male,"Pilot, airline",None,None
11,Gibbs Lane,Sara,King,35,Head,Single,Female,"Psychologist, sport and exercise",None,None
11,Gibbs Lane,Trevor,Jones,40,Partner,Single,Male,Unemployed,None,None
12,Gibbs Lane,Gerard,Johnson,83,Head,Widowed,Male,Retired Administrator,None,None
13,Gibbs Lane,Marilyn,Dodd,40,Head,Single,Female,Chartered certified accountant,None,Christian
14,Gibbs Lane,Jane,Brookes,39,Head,Single,Female,Armed forces logistics/support/administrative officer,None,Christian
14,Gibbs Lane,Tracy,Brookes,0,Daughter,NA,Female,Child,None,NA
15,Gibbs Lane,Tracey,Barnes,66,Head,Widowed,Female,"Psychologist, educational",None,None
1,Solstice Crescent,Janice,Armstrong,42,Head,Divorced,Female,Advertising art director,None,None
1,Solstice Crescent,Kyle,Armstrong,6,Son,NA,Male,Student,None,NA
1,Solstice Crescent,Lauren,Armstrong,5,Daughter,NA,Female,Student,None,NA
1,Solstice Crescent,Jay,Armstrong,1,Son,NA,Male,Child,None,NA
1,Solstice Crescent,Lawrence,Bailey,29,Lodger,Single,Male,Quality manager,None,None
2,Solstice Crescent,Carole,Tomlinson,37,Head,Divorced,Female,"Engineer, production",None,Methodist
2,Solstice Crescent,Angela,Tomlinson,10,Daughter,NA,Female,Student,None,NA
2,Solstice Crescent,Naomi,Tomlinson,10,Daughter,NA,Female,Student,None,NA
3,Solstice Crescent,Jayne,Horton,34,Head,Married,Female,Regulatory affairs officer,None,Christian
3,Solstice Crescent,Henry,Horton,36,Husband,Married,Male,Television production assistant,None,Christian
3,Solstice Crescent,Martyn,Horton,15,Son,NA,Male,Student,None,NA
4,Solstice Crescent,Jamie,Clark,27,Head,Single,Male,Unemployed,None,Christian
4,Solstice Crescent,Sheila,Lloyd,22,Partner,Single,Female,University Student,None,None
5,Solstice Crescent,Lesley,Farrell,34,Head,Single,Female,"Conservation officer, nature",None,Catholic
5,Solstice Crescent,Geoffrey,Farrell,4,Son,NA,Male,Child,None,NA
6,Solstice Crescent,Karen,Hunt,66,Head,Single,Female,"Biochemist, clinical",None,Catholic
7,Solstice Crescent,Ashleigh,Bradley,35,Head,Single,Female,"Surveyor, quantity",None,None
7,Solstice Crescent,Joanna,Bradley,10,Daughter,NA,Female,Student,None,NA
8,Solstice Crescent,Jessica,Whittaker,39,Head,Married,Female,Clinical biochemist,None,Catholic
8,Solstice Crescent,Bruce,Taylor,45,Husband,Married,Male,Professor Emeritus,None,None
8,Solstice Crescent,Ben,Thomas-Whittaker,15,Son,NA,Male,Student,None,NA
8,Solstice Crescent,Oliver,Thomas-Whittaker,12,Son,NA,Male,Student,None,NA
8,Solstice Crescent,Shane,Thomas-Whittaker,8,Son,NA,Male,Student,None,NA
9,Solstice Crescent,Jasmine,Bradley,36,Head,Married,Female,Probation officer,None,None
9,Solstice Crescent,Norman,Bradley,44,Husband,Married,Male,"Restaurant manager, fast food",None,None
9,Solstice Crescent,Louise,Bradley,7,Daughter,NA,Female,Student,None,NA
9,Solstice Crescent,Jessica,Bradley,5,Daughter,NA,Female,Student,None,NA
10,Solstice Crescent,Sian,Ellis,45,Head,Single,Female,Psychiatrist,None,None
10,Solstice Crescent,Anthony,Page,49,Partner,Single,Male,Travel agency manager,None,None
10,Solstice Crescent,Adrian,Ellis,22,Son,Widowed,Male,University Student,None,None
10,Solstice Crescent,Terry,Ellis,22,Adopted Son,Divorced,Male,University Student,None,None
10,Solstice Crescent,Matthew,Ellis,7,Son,NA,Male,Student,None,NA
11,Solstice Crescent,Jacqueline,Jones,44,Head,Single,Female,Higher education lecturer,None,None
11,Solstice Crescent,Gordon,Naylor,51,Partner,Single,Male,Mining engineer,None,None
11,Solstice Crescent,Alice,Jones,14,Daughter,NA,Female,Student,None,NA
12,Solstice Crescent,Geoffrey,Smith,37,Head,Married,Male,Unemployed,None,Catholic
12,Solstice Crescent,Ellie,Smith,37,Wife,Married,Female,Agricultural engineer,None,Catholic
12,Solstice Crescent,Frances,Smith,6,Daughter,NA,Female,Student,None,NA
12,Solstice Crescent,Shane,Smith,4,Son,NA,Male,Child,None,NA
13,Solstice Crescent,Nicole,Butler,61,Head,Divorced,Female,Arts development officer,None,None
13,Solstice Crescent,Roger,Butler,30,Son,Single,Male,Advertising art director,None,None
14,Solstice Crescent,Bethan,Shah,70,Head,Married,Female,Retired Arts development officer,None,Christian
14,Solstice Crescent,Frank,Shah,71,Husband,Married,Male,"Retired Research officer, trade union",None,Christian
15,Solstice Crescent,Rosemary,Cooper,43,Head,Married,Female,"Social research officer, government",None,Christian
15,Solstice Crescent,Jason,Cooper,45,Husband,Married,Male,Insurance claims handler,None,Christian
16,Solstice Crescent,Karl,Harris,69,Head,Divorced,Male,Retired IT trainer,None,None
16,Solstice Crescent,Nicole,Harris,7,Granddaughter,NA,Female,Student,None,NA
17,Solstice Crescent,Amy,White-Price,34,Head,Divorced,Female,Commercial horticulturist,None,None
17,Solstice Crescent,Dylan,Gardner-White-Price,46,Cousin,Single,Male,"Designer, industrial/product",None,None
18,Solstice Crescent,Melanie,Ahmed,34,Head,Single,Female,Database administrator,None,Catholic
18,Solstice Crescent,Joseph,Roberts,48,None,Single,Male,Osteopath,None,None
